t,r,y,u
0.98000000,0.00000000,0.00000000,0.00000000
1.00000000,0.00000000,0.00000000,0.00000000
1.02000000,0.00000000,0.00000000,0.00000000
1.04000000,0.00000000,0.00000000,0.00000000
1.06000000,0.00000000,0.00000000,0.00000000
1.08000000,0.00000000,0.00000000,0.00000000
1.10000000,0.00000000,0.00000000,0.00000000
1.12000000,0.00000000,0.00000000,0.00000000
1.14000000,0.00000000,0.00000000,0.00000000
1.16000000,0.00000000,0.00000000,0.00000000
1.18000000,0.00000000,0.00000000,0.00000000
1.20000000,0.00000000,0.00000000,0.00000000
1.22000000,0.00000000,0.00000000,0.00000000
1.24000000,0.00000000,0.00000000,0.00000000
1.26000000,0.00000000,0.00000000,0.00000000
1.28000000,0.00000000,0.00000000,0.00000000
1.30000000,0.00000000,0.00000000,0.00000000
1.32000000,0.00000000,0.00000000,0.00000000
1.34000000,0.00000000,0.00000000,0.00000000
1.36000000,0.00000000,0.00000000,0.00000000
1.38000000,0.00000000,0.00000000,0.00000000
1.40000000,0.00000000,0.00000000,0.00000000
1.42000000,0.00000000,0.00000000,0.00000000
1.44000000,0.00000000,0.00000000,0.00000000
1.46000000,0.00000000,0.00000000,0.00000000
1.48000000,0.00000000,0.00000000,0.00000000
1.50000000,360.00000000,0.00000000,0.00000000
1.52000000,360.00000000,0.00000000,0.00000000
1.54000000,360.00000000,19.28571510,0.59235948
1.56000000,360.00000000,51.42857361,1.12999415
1.58000000,360.00000000,115.71428680,1.59941196
1.60000000,360.00000000,167.14286804,1.92473245
1.62000000,360.00000000,225.00003052,2.18075776
1.64000000,360.00000000,263.57147217,2.33391857
1.66000000,360.00000000,302.14288330,2.44660378
1.68000000,360.00000000,321.42858887,2.49582171
1.70000000,360.00000000,347.14288330,2.53629732
1.72000000,360.00000000,353.57144165,2.52679777
1.74000000,360.00000000,360.00003052,2.52971196
1.76000000,360.00000000,366.42858887,2.52204800
1.78000000,360.00000000,366.42858887,2.50380659
1.80000000,360.00000000,360.00003052,2.49322867
1.82000000,360.00000000,366.42858887,2.50089216
1.84000000,360.00000000,366.42858887,2.48265076
1.86000000,360.00000000,360.00003052,2.47207284
1.88000000,360.00000000,360.00003052,2.47973633
1.90000000,360.00000000,360.00003052,2.47973633
1.92000000,360.00000000,360.00003052,2.47973633
1.94000000,360.00000000,360.00003052,2.47973633
1.96000000,360.00000000,360.00003052,2.47973633
1.98000000,360.00000000,360.00003052,2.47973633
2.00000000,360.00000000,366.42858887,2.47973633
2.02000000,360.00000000,360.00003052,2.46149492
2.04000000,360.00000000,360.00003052,2.46915865
2.06000000,360.00000000,360.00003052,2.46915865
2.08000000,360.00000000,360.00003052,2.46915865
2.10000000,360.00000000,366.42858887,2.46915865
2.12000000,360.00000000,360.00003052,2.45091701
2.14000000,360.00000000,360.00003052,2.45858049
2.16000000,360.00000000,353.57144165,2.45858049
2.18000000,360.00000000,360.00003052,2.47682238
2.20000000,360.00000000,360.00003052,2.46915865
2.22000000,360.00000000,366.42858887,2.46915865
2.24000000,360.00000000,360.00003052,2.45091701
2.26000000,360.00000000,353.57144165,2.45858049
2.28000000,360.00000000,353.57144165,2.47682238
2.30000000,360.00000000,366.42858887,2.48740029
2.32000000,360.00000000,360.00003052,2.46149492
2.34000000,360.00000000,360.00003052,2.46915865
2.36000000,360.00000000,360.00003052,2.46915865
2.38000000,360.00000000,360.00003052,2.46915865
2.40000000,360.00000000,366.42858887,2.46915865
2.42000000,360.00000000,360.00003052,2.45091701
2.44000000,360.00000000,353.57144165,2.45858049
2.46000000,360.00000000,360.00003052,2.47682238
2.48000000,360.00000000,360.00003052,2.46915865
2.50000000,360.00000000,360.00003052,2.46915865
2.52000000,360.00000000,360.00003052,2.46915865
2.54000000,360.00000000,360.00003052,2.46915865
2.56000000,360.00000000,366.42858887,2.46915865
2.58000000,360.00000000,360.00003052,2.45091701
2.60000000,360.00000000,353.57144165,2.45858049
2.62000000,360.00000000,360.00003052,2.47682238
2.64000000,360.00000000,360.00003052,2.46915865
2.66000000,360.00000000,360.00003052,2.46915865
2.68000000,360.00000000,360.00003052,2.46915865
2.70000000,360.00000000,360.00003052,2.46915865
2.72000000,360.00000000,366.42858887,2.46915865
2.74000000,360.00000000,353.57144165,2.45091701
2.76000000,360.00000000,360.00003052,2.47682238
2.78000000,360.00000000,360.00003052,2.46915865
2.80000000,360.00000000,360.00003052,2.46915865
2.82000000,360.00000000,360.00003052,2.46915865
2.84000000,360.00000000,360.00003052,2.46915865
2.86000000,360.00000000,360.00003052,2.46915865
2.88000000,360.00000000,360.00003052,2.46915865
